date,energy,
23/06/2016,0.96504924,0.762609131
24/06/2016,0.490831645,0.762350491
25/06/2016,-0.355644366,0.761838929
26/06/2016,-0.549468564,0.760008152
27/06/2016,0.910357804,0.759757513
28/06/2016,0.779710939,0.76030803
29/06/2016,-0.131662767,0.759270302
30/06/2016,-0.980846719,0.760530082
01/07/2016,-1.711300486,0.765788156
02/07/2016,-0.98215968,0.766022922
03/07/2016,-0.108853177,0.76601295
04/07/2016,-0.130332586,0.765972451
05/07/2016,-0.833397849,0.765104881
06/07/2016,-0.886447245,0.764816393
07/07/2016,-0.288894458,0.762702463
08/07/2016,-0.664113697,0.763420871
09/07/2016,-0.709989766,0.763755304
10/07/2016,-1.721166718,0.767857853
11/07/2016,-1.888897466,0.773967452
12/07/2016,-0.85239187,0.774968573
13/07/2016,0.595284285,0.775611297
14/07/2016,1.061671496,0.776671194
15/07/2016,0.710347936,0.777186399
16/07/2016,1.31080201,0.77789021
17/07/2016,1.004691941,0.77823787
18/07/2016,0.744649673,0.778126235
19/07/2016,0.788388916,0.77815636
20/07/2016,0.663139687,0.778222791
21/07/2016,-0.662622429,0.779005958
22/07/2016,-0.145761291,0.777619566
23/07/2016,-1.014300637,0.779197692
24/07/2016,-0.413943533,0.779103615
25/07/2016,-0.501156071,0.779568925
26/07/2016,0.15891407,0.778606611
27/07/2016,-0.35590338,0.776343535
28/07/2016,-0.706446954,0.775318596
29/07/2016,-0.746704741,0.774919985
30/07/2016,-0.703501558,0.775503977
31/07/2016,-0.069406862,0.774809385
01/08/2016,0.838245648,0.776056947
02/08/2016,0.580589816,0.776296677
03/08/2016,0.412398249,0.776563542
04/08/2016,-0.598102569,0.777190087
05/08/2016,0.167258249,0.77720565
06/08/2016,0.522302294,0.777356674
07/08/2016,1.117986541,0.779547928
08/08/2016,0.871801161,0.780287586
09/08/2016,0.040339095,0.780169412
10/08/2016,0.867599716,0.781294064
11/08/2016,0.464200111,0.781313907
12/08/2016,1.349801184,0.78421758
13/08/2016,1.053497714,0.785880706
14/08/2016,-0.235753547,0.785630181
15/08/2016,-0.884184534,0.786645921
16/08/2016,-0.391244857,0.785295163
17/08/2016,0.533497064,0.783504663
18/08/2016,0.019615312,0.78336657
19/08/2016,-0.041099136,0.783327514
20/08/2016,-1.140686338,0.785600352
21/08/2016,-0.731536117,0.78590941
22/08/2016,1.161709837,0.787559896
23/08/2016,1.426293678,0.788759152
24/08/2016,1.302524247,0.791607843
25/08/2016,0.990587123,0.792670043
26/08/2016,0.258184051,0.792701475
27/08/2016,-0.555373807,0.791800807
28/08/2016,-0.945253131,0.790534816
29/08/2016,-0.078060316,0.790389372
30/08/2016,-1.091983662,0.792043821
31/08/2016,-0.598548241,0.791030824
01/09/2016,-0.630988645,0.79109968
02/09/2016,0.307020603,0.790926946
03/09/2016,0.435058817,0.790607509
04/09/2016,-0.462902019,0.790506197
05/09/2016,1.15305547,0.790386858
06/09/2016,1.3770577,0.79281825
07/09/2016,0.137999897,0.792844468
08/09/2016,0.686395429,0.792845995
09/09/2016,0.487671064,0.792946628
10/09/2016,-0.975446843,0.793688849
11/09/2016,-0.889202721,0.792834901
12/09/2016,-0.790151946,0.791853646
13/09/2016,-1.435818524,0.79506247
14/09/2016,-1.91810714,0.8002179
15/09/2016,-0.44621019,0.79977863
16/09/2016,-0.098068423,0.798887167
17/09/2016,1.138904039,0.800191578
18/09/2016,0.739941801,0.799965448
19/09/2016,0.595047021,0.800465014
20/09/2016,0.49191635,0.79958865
21/09/2016,-1.006252836,0.797212197
22/09/2016,-0.139463029,0.797049277
23/09/2016,-0.762377901,0.796316778
24/09/2016,-1.589476015,0.800301797
25/09/2016,-0.957741351,0.801620678
26/09/2016,-0.509802175,0.801159097
27/09/2016,-0.773283756,0.800136836
28/09/2016,-0.336259045,0.798516856
29/09/2016,-1.275855548,0.799086926
30/09/2016,-0.755055445,0.799193486
01/10/2016,-0.796007775,0.800152741
02/10/2016,0.572400413,0.800780379
03/10/2016,0.736409238,0.801690378
04/10/2016,0.149096031,0.801522372
05/10/2016,0.750512517,0.802359194
06/10/2016,-1.001581123,0.802953505
07/10/2016,0.811249476,0.802408849
08/10/2016,0.126225992,0.8024406
09/10/2016,-0.101878504,0.801846132
10/10/2016,0.207059378,0.80141757
11/10/2016,-0.224013908,0.799385771
12/10/2016,0.681072384,0.800296136
13/10/2016,-0.154288459,0.800190338
14/10/2016,0.830234946,0.799580484
15/10/2016,0.705297306,0.799063628
16/10/2016,0.057749559,0.798669419
17/10/2016,-0.728017434,0.799188557
18/10/2016,-0.282586093,0.797575165
19/10/2016,-0.324790031,0.797622956
20/10/2016,0.342994953,0.797621273
21/10/2016,0.333594291,0.796670801
22/10/2016,-0.715085099,0.794023778
23/10/2016,-1.351570093,0.792601695
24/10/2016,-1.051659713,0.791787764
25/10/2016,-0.756012924,0.79010247
26/10/2016,0.036322084,0.784442787
27/10/2016,0.942531356,0.780063722
28/10/2016,1.54866826,0.784048992
29/10/2016,1.181061549,0.786688143
30/10/2016,1.17682069,0.788851823
31/10/2016,1.145515325,0.789404355
01/11/2016,-0.208335856,0.788518098
02/11/2016,1.090021395,0.790744333
03/11/2016,0.877421013,0.790902103
04/11/2016,-0.446273397,0.790950898
05/11/2016,0.863269593,0.788895899
06/11/2016,1.267421894,0.791512673
07/11/2016,0.920360311,0.792206938
08/11/2016,0.079934197,0.792062552
09/11/2016,0.632669559,0.792765082
10/11/2016,0.707929128,0.793643967
11/11/2016,1.13348029,0.794632211
12/11/2016,1.214079898,0.793846961
13/11/2016,-0.476318799,0.792860337
14/11/2016,-0.890714577,0.794055982
15/11/2016,-0.084361982,0.792688932
16/11/2016,-1.495795203,0.794677502
17/11/2016,-0.760085771,0.795137881
18/11/2016,-0.236142014,0.794777663
19/11/2016,0.384181869,0.79333809
20/11/2016,-0.504485457,0.792093478
21/11/2016,-0.314020934,0.788213873
22/11/2016,-0.356375937,0.785759434
23/11/2016,-0.624799574,0.784423891
24/11/2016,-0.481537347,0.784607481
25/11/2016,-0.035393667,0.784525856
26/11/2016,-1.824198876,0.789497666
27/11/2016,-1.890823664,0.794690035
28/11/2016,-0.136457289,0.794578732
29/11/2016,1.410756149,0.797895151
30/11/2016,1.335801633,0.800640762
01/12/2016,0.301721177,0.799961978
02/12/2016,1.087824266,0.800642691
03/12/2016,-1.9661708,0.803517142
04/12/2016,-1.150054254,0.800977349
05/12/2016,-1.007935413,0.797033252
06/12/2016,-1.172144632,0.795256117
07/12/2016,0.516264608,0.792187611
08/12/2016,-0.349454793,0.790719298
09/12/2016,-1.574990309,0.79370666
10/12/2016,-0.67920607,0.792677237
11/12/2016,-0.063394152,0.791738165
12/12/2016,0.219924472,0.791780006
13/12/2016,0.403251424,0.791295508
14/12/2016,-2.112414638,0.792689464
15/12/2016,-0.428240813,0.790579742
16/12/2016,0.201305045,0.790413228
17/12/2016,0.194926044,0.790424649
18/12/2016,-1.20102316,0.791643383
19/12/2016,-0.178751081,0.791118765
20/12/2016,0.580440979,0.791260916
21/12/2016,0.009725289,0.789491103
22/12/2016,-0.124240429,0.788938897
23/12/2016,0.573399241,0.787933148
24/12/2016,0.068266355,0.787760823
25/12/2016,0.206165489,0.787562314
26/12/2016,-0.285589803,0.787354656
27/12/2016,0.821517169,0.786224905
28/12/2016,1.132145069,0.786181168
29/12/2016,1.334143218,0.789211019
30/12/2016,1.103084247,0.791138503
31/12/2016,0.778558054,0.791842153
01/01/2017,-0.443205809,0.783504922
02/01/2017,0.465530931,0.783848911
03/01/2017,0.706908361,0.783978636
04/01/2017,0.352995275,0.783342421
05/01/2017,1.161021094,0.78544675
06/01/2017,1.275500671,0.787453002
07/01/2017,1.171963912,0.789266167
08/01/2017,0.902670209,0.790061076
09/01/2017,0.880907107,0.790584479
10/01/2017,-0.838203006,0.790558917
11/01/2017,0.071052852,0.789006773
12/01/2017,0.687746144,0.788047939
13/01/2017,1.173500015,0.789549178
14/01/2017,0.498877833,0.789597583
15/01/2017,-0.5714654,0.789633329
16/01/2017,-0.18666316,0.78902758
17/01/2017,0.02604555,0.787187769
18/01/2017,-0.379604273,0.786356806
19/01/2017,0.505295309,0.785372565
20/01/2017,-0.115734917,0.783895492
21/01/2017,-0.323374765,0.782582914
22/01/2017,0.152827207,0.781507409
23/01/2017,0.591218047,0.781520211
24/01/2017,0.368780408,0.781605425
25/01/2017,0.616938588,0.782021758
26/01/2017,-0.24284518,0.782100244
27/01/2017,-1.801437011,0.78659528
28/01/2017,-1.885394485,0.790597132
29/01/2017,-0.92092006,0.78987969
30/01/2017,-1.739025942,0.795214247
31/01/2017,0.036220507,0.793502191
01/02/2017,0.613026709,0.79412176
02/02/2017,0.210503573,0.794164689
03/02/2017,0.806855239,0.794150652
04/02/2017,1.061784837,0.794389295
05/02/2017,0.952796844,0.795278002
06/02/2017,0.672182606,0.795225192
07/02/2017,-0.082884569,0.795198944
08/02/2017,-1.230002816,0.797727402
09/02/2017,0.081510337,0.796346814
10/02/2017,-0.301238971,0.794765288
11/02/2017,-1.401551539,0.798118586
12/02/2017,-2.01340251,0.804927726
13/02/2017,-1.287035381,0.806165587
14/02/2017,-0.011715649,0.805054656
15/02/2017,-0.111663755,0.804750324
16/02/2017,-0.798025545,0.805783926
17/02/2017,0.147530701,0.805800656
18/02/2017,0.311999485,0.80597308
19/02/2017,0.042103388,0.80527849
20/02/2017,-1.134422434,0.806947248
21/02/2017,-0.059887572,0.806421427
22/02/2017,0.511213488,0.806717067
23/02/2017,0.375999189,0.80661383
24/02/2017,0.860556547,0.807918094
25/02/2017,0.842099683,0.809106922
26/02/2017,0.143696488,0.809149045
27/02/2017,-0.281227819,0.809267175
28/02/2017,0.778185394,0.809183413
01/03/2017,0.774034151,0.809664992
02/03/2017,0.422813569,0.809828604
03/03/2017,-0.863464309,0.811008576
04/03/2017,0.671280523,0.810349154
05/03/2017,0.726191409,0.810962773
06/03/2017,1.098500599,0.812483694
07/03/2017,0.945967689,0.813535761
08/03/2017,1.289023098,0.815760078
09/03/2017,0.962191866,0.817200071
10/03/2017,1.164249868,0.817805826
11/03/2017,1.228190908,0.819491917
12/03/2017,0.46802644,0.818821592
13/03/2017,0.001409899,0.818508778
14/03/2017,0.391204976,0.818549414
15/03/2017,0.29490766,0.818128637
16/03/2017,0.521444341,0.817258027
17/03/2017,0.110853099,0.813658875
18/03/2017,1.100871758,0.81562755
19/03/2017,0.781239895,0.816472743
20/03/2017,-0.547124098,0.816503686
21/03/2017,-1.775046278,0.821822814
22/03/2017,-0.774882858,0.822581674
