date,energy
2015-01-01,0.2333198955396223
2015-01-02,0.22780532487085578
2015-01-03,0.5357833589502866
2015-01-04,1.1822107329721503
2015-01-05,1.222183517298429
2015-01-06,0.9095282715195987
2015-01-07,-1.6033956073025983
2015-01-08,-1.5012463121065198
2015-01-09,0.03558848173049183
2015-01-10,0.6946184411806837
2015-01-11,0.689502983074097
2015-01-12,0.609995347103597
2015-01-13,-0.8995695513800994
2015-01-14,-0.6134934267524625
2015-01-15,-0.229389814948243
2015-01-16,0.4095739251469161
2015-01-17,0.7074932259505688
2015-01-18,0.734064553109888
2015-01-19,-0.041103433304212074
2015-01-20,0.09681287879313297
2015-01-21,-0.08957498405552249
2015-01-22,0.4300417280065241
2015-01-23,0.8189173146054712
2015-01-24,0.6474684647446417
2015-01-25,-1.0185604959163335
2015-01-26,-0.9873792288682856
2015-01-27,-0.24227691187995
2015-01-28,0.5437085758205378
2015-01-29,0.6783635237219192
2015-01-30,1.2875762076442523
2015-01-31,1.0155720374971866
2015-02-01,0.9934710090279592
2015-02-02,1.0701186371665192
2015-02-03,0.9027570975629206
2015-02-04,0.9552857241161161
2015-02-05,0.6398671164751566
2015-02-06,1.0533922592047362
2015-02-07,0.04461641943166917
2015-02-08,0.6907653200739929
2015-02-09,1.0441020191777959
2015-02-10,0.8898527589879169
2015-02-11,-0.26080475965892647
2015-02-12,-1.2516279858190318
2015-02-13,-0.9693833531895563
2015-02-14,-0.8154048715704296
2015-02-15,-0.5063173160344776
2015-02-16,0.7542893797615379
2015-02-17,0.8318670862767723
2015-02-18,1.0520035517074944
2015-02-19,-0.49379061042374583
2015-02-20,-2.199921844235647
2015-02-21,0.9708133558161335
2015-02-22,0.7310120990706951
2015-02-23,0.13907591978307796
2015-02-24,0.8607824831976784
2015-02-25,0.6864804660397209
2015-02-26,0.6066838119666292
2015-02-27,0.2771768569453016
2015-02-28,-1.3689262279450016
2015-03-01,-1.5834226446245991
2015-03-02,0.17616697517673335
2015-03-03,0.5525759075752507
2015-03-04,-0.05610005934128622
2015-03-05,1.2567882030910824
2015-03-06,0.7709947289314752
2015-03-07,0.7571445922510247
2015-03-08,-0.4962325123861383
2015-03-09,-0.14509690813751674
2015-03-10,-0.04039883143884856
2015-03-11,-0.08838898824078263
2015-03-12,0.6585088062574365
2015-03-13,0.3852947387232071
2015-03-14,-0.9870215862497864
2015-03-15,1.096256745378678
2015-03-16,1.3558982265855795
2015-03-17,0.7812937029928522
2015-03-18,-1.1083175064289839
2015-03-19,-1.2825774147840143
2015-03-20,-0.036906065912719964
2015-03-21,1.1078802762693118
2015-03-22,0.8924915621693541
2015-03-23,-0.7210974597185228
2015-03-24,1.2307692247118087
2015-03-25,0.9686117643999781
2015-03-26,0.4196266977482974
2015-03-27,0.9128547083623721
2015-03-28,1.0373183958994228
2015-03-29,0.21015429997402818
2015-03-30,0.9391531011516137
2015-03-31,0.3413180816158283
2015-04-01,1.1361488223996972
2015-04-02,-0.5187274466470608
2015-04-03,0.10277672459429149
2015-04-04,0.7713996154998018
2015-04-05,0.8138938225007507
2015-04-06,1.121833250831576
2015-04-07,0.9474462657249336
2015-04-08,1.139516569670444
2015-04-09,0.6296059330599463
2015-04-10,-1.269360856251864
2015-04-11,-0.2828863167516323
2015-04-12,-1.4257852248022629
2015-04-13,-0.958430302507885
2015-04-14,-0.2238006578028185
2015-04-15,-0.8699692003762377
2015-04-16,-0.4586355598541446
2015-04-17,0.42856293859138506
2015-04-18,-1.241954507878581
2015-04-19,-0.4514585232980556
2015-04-20,-1.4015886117589476
2015-04-21,-0.23538433460946817
2015-04-22,-0.4791490929239928
2015-04-23,0.4730155546159628
2015-04-24,0.2967132820805836
2015-04-25,-1.5292437008030162
2015-04-26,-0.2295740779376024
2015-04-27,0.6177444690548146
2015-04-28,1.2979800534290185
2015-04-29,0.31518398025189237
2015-04-30,-0.09556642478396356
2015-05-01,-0.6011168410883675
2015-05-02,0.36068168599942696
2015-05-03,-1.8605882646682128
2015-05-04,-0.6572923375366652
2015-05-05,0.2626796188519864
2015-05-06,-0.5851417462044464
2015-05-07,0.6636894767105239
2015-05-08,-0.4601189803710322
2015-05-09,0.927507229512589
2015-05-10,0.6525846561623008
2015-05-11,0.6484552923494697
2015-05-12,-0.0466018614114173
2015-05-13,-0.3181706405793148
2015-05-14,0.44279809053420616
2015-05-15,1.1597833552372343
2015-05-16,0.7999605998513316
2015-05-17,0.5878350392129286
2015-05-18,-0.4988253951241746
2015-05-19,-0.6722498564249002
2015-05-20,-0.48905465351097827
2015-05-21,0.615357011756939
2015-05-22,0.8872230534809087
2015-05-23,0.22876119062084702
2015-05-24,-0.6204107759374043
2015-05-25,-0.9530099334671521
2015-05-26,-0.8909628181923809
2015-05-27,0.030205731795628556
2015-05-28,0.08460778150277003
2015-05-29,-0.3688823426724522
2015-05-30,-1.2648395307870592
2015-05-31,-1.27802301255186
2015-06-01,-1.6659985152999384
2015-06-02,-1.0036463167348355
2015-06-03,0.010814142517150922
2015-06-04,-0.4640224587240242
2015-06-05,-0.1587833343119596
2015-06-06,-0.310226139371757
2015-06-07,-0.6031526167156834
2015-06-08,-0.6642460216486831
2015-06-09,-1.0519090044282766
2015-06-10,-1.8514078903968276
2015-06-11,-1.319555805682516
2015-06-12,0.6729372297386209
2015-06-13,1.5011613354281526
2015-06-14,0.883590780197103
2015-06-15,-0.9508117310100919
2015-06-16,0.22316179681724466
2015-06-17,0.8053737273919848
2015-06-18,1.478454318861575
2015-06-19,0.543863798380121
2015-06-20,0.43817125012215274
