wasserstein_1d,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-974.6302167107077,False,1,918f6902,2024-03-12_14-10-49,1710249049,6.901943206787109,6.901943206787109,48666,MacBookAir-di-Nicola,127.0.0.1,6.901943206787109,1
-976.4330731560202,False,2,918f6902,2024-03-12_14-10-58,1710249058,8.8385591506958,15.74050235748291,48666,MacBookAir-di-Nicola,127.0.0.1,15.74050235748291,2
-999.8942835190717,False,3,918f6902,2024-03-12_14-11-08,1710249068,9.599942207336426,25.340444564819336,48666,MacBookAir-di-Nicola,127.0.0.1,25.340444564819336,3
-1043.398344152114,False,4,918f6902,2024-03-12_14-11-21,1710249081,13.249832153320312,38.59027671813965,48666,MacBookAir-di-Nicola,127.0.0.1,38.59027671813965,4
-1051.599433450138,False,5,918f6902,2024-03-12_14-11-32,1710249092,10.872256994247437,49.462533712387085,48666,MacBookAir-di-Nicola,127.0.0.1,49.462533712387085,5
-1075.8023107192096,False,6,918f6902,2024-03-12_14-11-53,1710249113,21.48834776878357,70.95088148117065,48666,MacBookAir-di-Nicola,127.0.0.1,70.95088148117065,6
-1057.8685266831342,False,7,918f6902,2024-03-12_14-12-19,1710249139,25.641881227493286,96.59276270866394,48666,MacBookAir-di-Nicola,127.0.0.1,96.59276270866394,7
-1071.90037985409,False,8,918f6902,2024-03-12_14-12-36,1710249156,16.644617080688477,113.23737978935242,48666,MacBookAir-di-Nicola,127.0.0.1,113.23737978935242,8
-1081.467435948989,False,9,918f6902,2024-03-12_14-12-51,1710249171,14.892334938049316,128.12971472740173,48666,MacBookAir-di-Nicola,127.0.0.1,128.12971472740173,9
-1068.6676815257354,False,10,918f6902,2024-03-12_14-13-07,1710249187,16.463274002075195,144.59298872947693,48666,MacBookAir-di-Nicola,127.0.0.1,144.59298872947693,10
-1096.5065882065717,False,11,918f6902,2024-03-12_14-13-33,1710249213,25.486359119415283,170.0793478488922,48666,MacBookAir-di-Nicola,127.0.0.1,170.0793478488922,11
-1107.0181094898896,False,12,918f6902,2024-03-12_14-13-59,1710249239,26.749826192855835,196.82917404174805,48666,MacBookAir-di-Nicola,127.0.0.1,196.82917404174805,12
-1106.0314438763787,True,13,918f6902,2024-03-12_14-14-24,1710249264,24.999155044555664,221.8283290863037,48666,MacBookAir-di-Nicola,127.0.0.1,221.8283290863037,13
