wasserstein_1d,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-945.728131462546,False,1,6ed9ce76,2024-03-11_19-05-18,1710180318,5.079458951950073,5.079458951950073,34058,MacBookAir-di-Nicola,127.0.0.1,5.079458951950073,1
-952.5079740636489,False,2,6ed9ce76,2024-03-11_19-05-25,1710180325,6.435489177703857,11.51494812965393,34058,MacBookAir-di-Nicola,127.0.0.1,11.51494812965393,2
-1025.4114523494945,False,3,6ed9ce76,2024-03-11_19-05-32,1710180332,7.413236856460571,18.928184986114502,34058,MacBookAir-di-Nicola,127.0.0.1,18.928184986114502,3
-1012.2429342830883,False,4,6ed9ce76,2024-03-11_19-05-40,1710180340,7.7890660762786865,26.71725106239319,34058,MacBookAir-di-Nicola,127.0.0.1,26.71725106239319,4
-1038.1783483168658,False,5,6ed9ce76,2024-03-11_19-05-48,1710180348,7.715034008026123,34.43228507041931,34058,MacBookAir-di-Nicola,127.0.0.1,34.43228507041931,5
-1011.0528815774356,False,6,6ed9ce76,2024-03-11_19-05-55,1710180355,7.655226945877075,42.08751201629639,34058,MacBookAir-di-Nicola,127.0.0.1,42.08751201629639,6
-1027.9163890165441,False,7,6ed9ce76,2024-03-11_19-06-04,1710180364,8.980448007583618,51.067960023880005,34058,MacBookAir-di-Nicola,127.0.0.1,51.067960023880005,7
-1036.803513470818,False,8,6ed9ce76,2024-03-11_19-06-13,1710180373,8.48779582977295,59.555755853652954,34058,MacBookAir-di-Nicola,127.0.0.1,59.555755853652954,8
-1052.3636618221508,False,9,6ed9ce76,2024-03-11_19-06-19,1710180379,6.228331089019775,65.78408694267273,34058,MacBookAir-di-Nicola,127.0.0.1,65.78408694267273,9
-1041.9595588235295,False,10,6ed9ce76,2024-03-11_19-06-25,1710180385,6.364438056945801,72.14852499961853,34058,MacBookAir-di-Nicola,127.0.0.1,72.14852499961853,10
-1029.5991354549633,False,11,6ed9ce76,2024-03-11_19-06-31,1710180391,5.606653928756714,77.75517892837524,34058,MacBookAir-di-Nicola,127.0.0.1,77.75517892837524,11
-1045.164759018842,False,12,6ed9ce76,2024-03-11_19-06-36,1710180396,4.811584949493408,82.56676387786865,34058,MacBookAir-di-Nicola,127.0.0.1,82.56676387786865,12
-1054.143403894761,False,13,6ed9ce76,2024-03-11_19-06-40,1710180400,4.357405185699463,86.92416906356812,34058,MacBookAir-di-Nicola,127.0.0.1,86.92416906356812,13
-1057.0311638327205,False,14,6ed9ce76,2024-03-11_19-06-45,1710180405,4.521835088729858,91.44600415229797,34058,MacBookAir-di-Nicola,127.0.0.1,91.44600415229797,14
-1052.1950037339154,True,15,6ed9ce76,2024-03-11_19-06-49,1710180409,4.212054014205933,95.6580581665039,34058,MacBookAir-di-Nicola,127.0.0.1,95.6580581665039,15
