wasserstein_1d,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-1149.977887321921,False,1,0cf3e1d5,2024-03-12_14-35-27,1710250527,5.6639580726623535,5.6639580726623535,50981,MacBookAir-di-Nicola,127.0.0.1,5.6639580726623535,1
-1335.3934397977941,False,2,0cf3e1d5,2024-03-12_14-35-34,1710250534,7.641480207443237,13.30543828010559,50981,MacBookAir-di-Nicola,127.0.0.1,13.30543828010559,2
-1797.5499411190258,False,3,0cf3e1d5,2024-03-12_14-35-42,1710250542,7.19015908241272,20.49559736251831,50981,MacBookAir-di-Nicola,127.0.0.1,20.49559736251831,3
-2445.9182775160843,False,4,0cf3e1d5,2024-03-12_14-35-50,1710250550,8.463536024093628,28.95913338661194,50981,MacBookAir-di-Nicola,127.0.0.1,28.95913338661194,4
-4180.951301125919,False,5,0cf3e1d5,2024-03-12_14-35-59,1710250559,9.252543926239014,38.21167731285095,50981,MacBookAir-di-Nicola,127.0.0.1,38.21167731285095,5
-10199.117934283087,False,6,0cf3e1d5,2024-03-12_14-36-09,1710250569,9.488468170166016,47.70014548301697,50981,MacBookAir-di-Nicola,127.0.0.1,47.70014548301697,6
-38942.624195772056,False,7,0cf3e1d5,2024-03-12_14-36-19,1710250579,9.691328048706055,57.39147353172302,50981,MacBookAir-di-Nicola,127.0.0.1,57.39147353172302,7
-202622.53033088235,False,8,0cf3e1d5,2024-03-12_14-36-28,1710250588,9.41726016998291,66.80873370170593,50981,MacBookAir-di-Nicola,127.0.0.1,66.80873370170593,8
-2453929.6102941176,False,9,0cf3e1d5,2024-03-12_14-36-36,1710250596,7.837270021438599,74.64600372314453,50981,MacBookAir-di-Nicola,127.0.0.1,74.64600372314453,9
-97546767.05882353,False,10,0cf3e1d5,2024-03-12_14-36-45,1710250605,8.646622896194458,83.29262661933899,50981,MacBookAir-di-Nicola,127.0.0.1,83.29262661933899,10
-117079457.41176471,False,11,0cf3e1d5,2024-03-12_14-36-55,1710250615,10.247905731201172,93.54053235054016,50981,MacBookAir-di-Nicola,127.0.0.1,93.54053235054016,11
74037611.29411764,False,12,0cf3e1d5,2024-03-12_14-37-09,1710250629,13.809479236602783,107.35001158714294,50981,MacBookAir-di-Nicola,127.0.0.1,107.35001158714294,12
-184326157.17647058,False,13,0cf3e1d5,2024-03-12_14-37-23,1710250643,14.0047607421875,121.35477232933044,50981,MacBookAir-di-Nicola,127.0.0.1,121.35477232933044,13
196000562.82352942,False,14,0cf3e1d5,2024-03-12_14-37-32,1710250652,9.051758050918579,130.40653038024902,50981,MacBookAir-di-Nicola,127.0.0.1,130.40653038024902,14
-36154800.941176474,True,15,0cf3e1d5,2024-03-12_14-37-41,1710250661,9.32853388786316,139.73506426811218,50981,MacBookAir-di-Nicola,127.0.0.1,139.73506426811218,15
