,100,130,160,190,220,250,280,310,340,370,400,430,460,490,520,550,580,610,640,670,700,730,760,790,820,850,880,910,940,970,1000,1030,1060,1090,1120,1150,1180,1210,1240,1270,1300,1330,1360,1390,1420,1450,1480,1510,1540,1570,1600,1630,1660,1690,1720,1750,1780,1810
30,0.07302402096244813,0.07302402096244813,0.07302402096244813,0.07131292860016622,0.07131292860016622,0.07131292860016622,0.07131292860016622,0.06601999835870832,0.06601999835870832,0.06601999835870832,0.06601999835870832,0.06601999835870832,0.06601999835870832,0.06601999835870832,0.06601999835870832,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.060701694330113784,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0630282457105883,0.0682088439417935,0.0682088439417935,0.0682088439417935,0.0682088439417935,0.0682088439417935
60,0.08149030027798514,0.08649955200169741,0.08649955200169741,0.08794724326560478,0.08794724326560478,0.08794724326560478,0.08794724326560478,0.08794724326560478,0.08335268024386977,0.08335268024386977,0.08335268024386977,0.08335268024386977,0.08335268024386977,0.08335268024386977,0.08335268024386977,0.08335268024386977,0.08335268024386977,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07660016746062934,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579,0.07989064538580579
90,0.09231108576110668,0.09231108576110668,0.09231108576110668,0.09879803140928724,0.09879803140928724,0.09879803140928724,0.09879803140928724,0.09927070820486407,0.09927070820486407,0.09927070820486407,0.09927070820486407,0.09927070820486407,0.09927070820486407,0.09927070820486407,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.09305724773405888,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.08851534858377066,0.09580236702005808,0.09580236702005808,0.09580236702005808,0.09580236702005808,0.09580236702005808,0.09580236702005808,0.09580236702005808
120,0.1149833156003142,0.10284188095629788,0.10284188095629788,0.10284188095629788,0.11012575310187565,0.11012575310187565,0.11012575310187565,0.11012575310187565,0.11012575310187565,0.11012575310187565,0.1093901689077281,0.1093901689077281,0.1093901689077281,0.1093901689077281,0.1093901689077281,0.1093901689077281,0.1093901689077281,0.1093901689077281,0.1093901689077281,0.1093901689077281,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.10299563117032888,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679,0.1060467906275679
150,0.1149833156003142,0.1149833156003142,0.11235116929873958,0.11235116929873958,0.11235116929873958,0.11235116929873958,0.11999669827359145,0.11999669827359145,0.11999669827359145,0.11999669827359145,0.11999669827359145,0.11999669827359145,0.11999669827359145,0.1179961918682028,0.1179961918682028,0.1179961918682028,0.1179961918682028,0.1179961918682028,0.1179961918682028,0.1179961918682028,0.1179961918682028,0.1179961918682028,0.1179961918682028,0.1179961918682028,0.1179961918682028,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.11101565087429417,0.1170948130772448,0.1170948130772448,0.1170948130772448,0.1170948130772448,0.1170948130772448,0.1170948130772448,0.1170948130772448,0.1170948130772448,0.1170948130772448,0.1170948130772448,0.1170948130772448
180,0.1149833156003142,0.1149833156003142,0.1149833156003142,0.12078985518847889,0.12078985518847889,0.12078985518847889,0.12078985518847889,0.12078985518847889,0.12855551569478066,0.12855551569478066,0.12855551569478066,0.12855551569478066,0.12855551569478066,0.12855551569478066,0.12855551569478066,0.12855551569478066,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12528736530644222,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.12357484481003689,0.1293614840836904
210,0.1149833156003142,0.1149833156003142,0.1149833156003142,0.1149833156003142,0.1311934774496274,0.1311934774496274,0.1311934774496274,0.1311934774496274,0.1311934774496274,0.1311934774496274,0.13853923133319654,0.13853923133319654,0.13853923133319654,0.13853923133319654,0.13853923133319654,0.13853923133319654,0.13853923133319654,0.13853923133319654,0.13853923133319654,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.13424022803507693,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881,0.1342436556617881
240,0.1149833156003142,0.1149833156003142,0.1149833156003142,0.1149833156003142,0.1149833156003142,0.13957852404116827,0.13957852404116827,0.13957852404116827,0.13957852404116827,0.13957852404116827,0.13957852404116827,0.14710920100536695,0.14710920100536695,0.14710920100536695,0.14710920100536695,0.14710920100536695,0.14710920100536695,0.14710920100536695,0.14710920100536695,0.14710920100536695,0.14710920100536695,0.14710920100536695,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.14134568450048543,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099,0.1445469029488099
270,0.1149833156003142,0.1149833156003142,0.1149833156003142,0.1149833156003142,0.1149833156003142,0.1149833156003142,0.14889927248719464,0.14889927248719464,0.14889927248719464,0.14889927248719464,0.14889927248719464,0.14889927248719464,0.14889927248719464,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.1561217449048949,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.14992169719126439,0.15428364467186967,0.15428364467186967,0.15428364467186967,0.15428364467186967,0.15428364467186967,0.15428364467186967,0.15428364467186967,0.15428364467186967,0.15428364467186967,0.15428364467186967
