wasserstein_1d,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-1068.934128705193,False,1,b00f5cf5,2024-03-11_19-06-08,1710180368,9.577341318130493,9.577341318130493,34426,MacBookAir-di-Nicola,127.0.0.1,9.577341318130493,1
-1123.3183342428767,False,2,b00f5cf5,2024-03-11_19-06-15,1710180375,7.022081613540649,16.599422931671143,34426,MacBookAir-di-Nicola,127.0.0.1,16.599422931671143,2
-1166.85105267693,False,3,b00f5cf5,2024-03-11_19-06-21,1710180381,5.9367969036102295,22.536219835281372,34426,MacBookAir-di-Nicola,127.0.0.1,22.536219835281372,3
-1174.3650979434742,True,4,b00f5cf5,2024-03-11_19-06-28,1710180388,6.362621784210205,28.898841619491577,34426,MacBookAir-di-Nicola,127.0.0.1,28.898841619491577,4
