wasserstein_1d,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-962.6139490464154,False,1,9a96a901,2024-03-12_14-35-14,1710250514,5.379209995269775,5.379209995269775,50859,MacBookAir-di-Nicola,127.0.0.1,5.379209995269775,1
-988.9606502757352,False,2,9a96a901,2024-03-12_14-35-20,1710250520,5.724305152893066,11.103515148162842,50859,MacBookAir-di-Nicola,127.0.0.1,11.103515148162842,2
-1006.7388521082261,False,3,9a96a901,2024-03-12_14-35-25,1710250525,5.350051164627075,16.453566312789917,50859,MacBookAir-di-Nicola,127.0.0.1,16.453566312789917,3
-998.8044577205883,False,4,9a96a901,2024-03-12_14-35-32,1710250532,7.101424932479858,23.554991245269775,50859,MacBookAir-di-Nicola,127.0.0.1,23.554991245269775,4
-1018.1483513327206,False,5,9a96a901,2024-03-12_14-35-40,1710250540,7.408133029937744,30.96312427520752,50859,MacBookAir-di-Nicola,127.0.0.1,30.96312427520752,5
-1013.3070283777573,False,6,9a96a901,2024-03-12_14-35-48,1710250548,7.955267906188965,38.918392181396484,50859,MacBookAir-di-Nicola,127.0.0.1,38.918392181396484,6
-1059.998639275046,False,7,9a96a901,2024-03-12_14-35-57,1710250557,9.328573226928711,48.246965408325195,50859,MacBookAir-di-Nicola,127.0.0.1,48.246965408325195,7
-1042.5757625804229,False,8,9a96a901,2024-03-12_14-36-06,1710250566,9.532780170440674,57.77974557876587,50859,MacBookAir-di-Nicola,127.0.0.1,57.77974557876587,8
-1018.0239221909467,False,9,9a96a901,2024-03-12_14-36-16,1710250576,9.706951141357422,67.48669672012329,50859,MacBookAir-di-Nicola,127.0.0.1,67.48669672012329,9
-1034.4326782226562,False,10,9a96a901,2024-03-12_14-36-26,1710250586,9.620201110839844,77.10689783096313,50859,MacBookAir-di-Nicola,127.0.0.1,77.10689783096313,10
-1073.9738518210017,False,11,9a96a901,2024-03-12_14-36-34,1710250594,8.166269063949585,85.27316689491272,50859,MacBookAir-di-Nicola,127.0.0.1,85.27316689491272,11
-1023.2251156077665,False,12,9a96a901,2024-03-12_14-36-43,1710250603,8.76917314529419,94.04234004020691,50859,MacBookAir-di-Nicola,127.0.0.1,94.04234004020691,12
-1019.1079316980698,False,13,9a96a901,2024-03-12_14-36-53,1710250613,10.05245304107666,104.09479308128357,50859,MacBookAir-di-Nicola,127.0.0.1,104.09479308128357,13
-1074.759345559513,False,14,9a96a901,2024-03-12_14-37-05,1710250625,12.046092748641968,116.14088582992554,50859,MacBookAir-di-Nicola,127.0.0.1,116.14088582992554,14
-1059.9522956399358,True,15,9a96a901,2024-03-12_14-37-19,1710250639,13.964938879013062,130.1058247089386,50859,MacBookAir-di-Nicola,127.0.0.1,130.1058247089386,15
